site usage timestamp type
manager.naf.ufscar.br 39% 1496343206 disk_usage
manager.naf.ufscar.br 39% 1496343216 disk_usage
manager.naf.ufscar.br 39% 1496343226 disk_usage
manager.naf.ufscar.br 39% 1496343236 disk_usage
manager.naf.ufscar.br 39% 1496343246 disk_usage
manager.naf.ufscar.br 39% 1496343256 disk_usage
manager.naf.ufscar.br 39% 1496343266 disk_usage
manager.naf.ufscar.br 39% 1496343276 disk_usage
manager.naf.ufscar.br 39% 1496343286 disk_usage
manager.naf.ufscar.br 39% 1496343296 disk_usage
manager.naf.ufscar.br 39% 1496343306 disk_usage
manager.naf.ufscar.br 39% 1496343316 disk_usage
manager.naf.ufscar.br 39% 1496343326 disk_usage
manager.naf.ufscar.br 39% 1496343336 disk_usage
manager.naf.ufscar.br 39% 1496343346 disk_usage
manager.naf.ufscar.br 39% 1496343356 disk_usage
manager.naf.ufscar.br 39% 1496343366 disk_usage
manager.naf.ufscar.br 39% 1496343376 disk_usage
manager.naf.ufscar.br 39% 1496343386 disk_usage
manager.naf.ufscar.br 39% 1496343396 disk_usage
manager.naf.ufscar.br 40% 1496343406 disk_usage
manager.naf.ufscar.br 40% 1496343416 disk_usage
manager.naf.ufscar.br 40% 1496343426 disk_usage
manager.naf.ufscar.br 40% 1496343436 disk_usage
manager.naf.ufscar.br 40% 1496343446 disk_usage
manager.naf.ufscar.br 40% 1496343456 disk_usage
manager.naf.ufscar.br 40% 1496343466 disk_usage
manager.naf.ufscar.br 40% 1496343476 disk_usage
manager.naf.ufscar.br 41% 1496343486 disk_usage
manager.naf.ufscar.br 41% 1496343496 disk_usage
manager.naf.ufscar.br 41% 1496343506 disk_usage
manager.naf.ufscar.br 41% 1496343516 disk_usage
manager.naf.ufscar.br 41% 1496343526 disk_usage
manager.naf.ufscar.br 42% 1496343536 disk_usage
manager.naf.ufscar.br 42% 1496343546 disk_usage
manager.naf.ufscar.br 42% 1496343556 disk_usage
manager.naf.ufscar.br 42% 1496343566 disk_usage
manager.naf.ufscar.br 42% 1496343576 disk_usage
manager.naf.ufscar.br 42% 1496343586 disk_usage
manager.naf.ufscar.br 42% 1496343596 disk_usage
manager.naf.ufscar.br 42% 1496343606 disk_usage
manager.naf.ufscar.br 42% 1496343616 disk_usage
manager.naf.ufscar.br 42% 1496343626 disk_usage
manager.naf.ufscar.br 42% 1496343636 disk_usage
manager.naf.ufscar.br 42% 1496343646 disk_usage
manager.naf.ufscar.br 42% 1496343656 disk_usage
manager.naf.ufscar.br 42% 1496343666 disk_usage
manager.naf.ufscar.br 42% 1496343676 disk_usage
manager.naf.ufscar.br 42% 1496343686 disk_usage
manager.naf.ufscar.br 42% 1496343696 disk_usage
manager.naf.ufscar.br 42% 1496343706 disk_usage
manager.naf.ufscar.br 42% 1496343716 disk_usage
manager.naf.ufscar.br 42% 1496343726 disk_usage
manager.naf.ufscar.br 42% 1496343736 disk_usage
manager.naf.ufscar.br 42% 1496343746 disk_usage
manager.naf.ufscar.br 42% 1496343756 disk_usage
